source_relative_path,source_group,candidate_id,center_x,center_y,area,bbox_x,bbox_y,bbox_width,bbox_height,max_radius,mean_gray,touches_border,strength,marker_score,marker_scale_radius,marker_mask_radius,marker_source
basler_OldObj/Image__2025-12-29__16-04-24.bmp,basler_OldObj,2,822,356,5386,790,323,105,73,33.984,68.311,no,strong,0.718461,30.000,21.181,frst
basler_OldObj/Image__2025-12-29__16-04-24.bmp,basler_OldObj,3,458,650,7738,425,611,123,83,40.000,53.650,no,weak,0.505295,30.000,33.557,frst
basler_OldObj/Image__2025-12-29__16-04-32.bmp,basler_OldObj,1,1115,631,6202,1082,596,111,71,34.000,75.705,no,strong,1.000000,30.000,30.363,frst
basler_OldObj/Image__2025-12-29__16-04-32.bmp,basler_OldObj,2,822,356,5347,790,325,106,70,34.378,67.990,no,strong,0.744293,30.000,21.194,frst
basler_OldObj/Image__2025-12-29__16-04-32.bmp,basler_OldObj,3,458,650,7721,425,613,123,81,40.000,53.379,no,strong,0.501449,30.000,33.557,frst
basler_OldObj/Image__2025-12-29__16-04-32.bmp,basler_OldObj,4,159,345,8114,120,306,128,80,39.347,60.556,no,weak,0.403751,30.000,37.347,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,1,1062,735,5311,1035,704,97,79,34.397,63.556,no,strong,1.000000,24.000,26.169,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,2,971,817,19,953,799,19,19,23.969,28.316,no,strong,0.961842,24.000,23.969,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,3,815,661,5840,765,620,89,97,39.560,61.530,no,strong,0.950306,42.000,35.560,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,4,1028,976,18,1011,976,18,18,23.369,32.056,no,strong,0.905942,24.000,23.369,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,5,986,436,9157,962,361,137,125,36.181,73.816,no,strong,0.869673,24.000,24.575,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,6,1114,741,458,1114,724,24,35,23.175,81.328,no,strong,0.843953,24.000,23.175,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,7,747,729,5661,724,694,97,83,36.150,55.950,no,strong,0.769703,24.000,23.369,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,8,1081,974,5972,1004,930,103,80,37.150,49.555,no,strong,0.701415,30.000,25.166,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,9,1056,505,5264,1021,452,88,83,37.150,65.447,no,strong,0.695108,24.000,26.988,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,10,1111,816,18,1111,799,18,18,23.972,76.056,no,strong,0.690894,30.000,23.972,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,11,723,637,6452,679,590,97,92,41.547,44.697,no,strong,0.635144,42.000,40.557,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,12,1034,390,15,1020,376,15,15,20.375,37.333,no,strong,0.540366,24.000,20.375,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,13,1082,387,425,1082,371,25,33,21.772,110.212,no,strong,0.514273,30.000,21.772,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,14,1036,892,16338,945,775,193,164,38.769,58.404,no,strong,0.492145,36.000,33.363,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,15,1750,932,15,1750,918,15,15,20.181,26.133,no,strong,0.367792,18.000,20.181,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,16,1753,305,77,1735,291,19,17,20.000,31.805,no,strong,0.344588,18.000,20.000,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,17,1850,1155,8,1843,1155,8,8,18.378,21.875,no,strong,0.343955,18.000,18.378,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,18,1766,391,10873,1701,264,146,176,31.360,74.861,no,strong,0.339808,24.000,21.194,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,19,1529,1128,7123,1494,1088,137,112,34.788,91.237,yes,strong,0.329911,36.000,27.763,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,20,1733,1065,404,1715,1065,35,23,21.575,72.166,no,strong,0.328298,24.000,21.575,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,21,1835,288,25769,1776,242,144,314,74.738,77.332,yes,strong,0.325013,36.000,25.566,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,22,1481,1086,1879,1459,1056,57,53,21.394,54.827,no,strong,0.304271,18.000,17.000,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,23,1851,1097,47427,1586,898,334,302,69.000,80.501,yes,strong,0.282258,18.000,63.129,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,24,1851,498,16,1836,483,16,16,21.775,46.062,no,strong,0.267253,18.000,21.775,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,25,1806,539,548,1789,539,34,30,21.775,66.146,no,strong,0.258309,24.000,21.775,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,26,1791,1068,18,1774,1068,18,18,23.778,54.722,no,strong,0.256614,24.000,23.778,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,27,1603,949,8,1596,949,8,8,9.994,29.875,no,strong,0.241555,24.000,9.994,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,28,1766,1011,25,1742,987,25,25,34.160,47.120,no,strong,0.213206,36.000,34.160,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,29,1690,941,19,1672,923,19,19,21.591,82.737,no,strong,0.211667,18.000,21.591,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,30,1882,702,10612,1847,675,73,212,56.560,64.277,yes,strong,0.197579,30.000,21.775,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,31,1876,384,14,1863,371,14,14,17.378,21.714,no,strong,0.176647,18.000,17.378,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,32,1831,931,16,1831,916,16,16,20.784,30.500,no,strong,0.171700,24.000,20.784,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,33,1854,445,16,1839,445,16,16,21.194,26.938,no,strong,0.150609,24.000,21.194,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,34,1883,772,16,1868,757,16,16,20.181,30.438,no,weak,0.146746,18.000,20.181,frst
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,35,246,265,226,237,256,23,17,6.397,102.235,no,weak,0.065811,18.000,6.397,fallback
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,36,1713,1199,1114,1675,1182,103,18,18.000,86.384,yes,weak,0.037995,18.000,18.000,fallback
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,37,38,1042,7034,0,1003,143,111,28.581,87.909,yes,weak,0.023448,36.000,28.581,fallback
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,38,224,105,364,198,98,37,16,7.000,103.088,no,weak,0.012309,24.000,7.000,fallback
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,39,96,1142,498,70,1122,38,29,6.394,101.990,no,weak,0.009815,24.000,6.394,fallback
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,40,84,1199,2110,18,1129,94,71,9.000,97.097,yes,weak,0.009494,18.000,9.000,fallback
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,41,0,833,155,0,820,14,23,7.194,96.652,yes,weak,0.003005,18.000,7.194,fallback
basler_tstRGB/RGB_blue_E100000.bmp,basler_tstRGB,42,188,86,1468,175,77,104,52,7.797,102.512,no,weak,0.001915,24.000,7.797,fallback
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,1,1062,735,5541,1035,703,99,74,36.550,39.669,no,strong,1.000000,30.000,27.969,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,2,972,817,21,952,797,21,21,28.166,17.905,no,strong,0.924002,30.000,28.166,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,3,986,436,5246,955,404,100,87,33.578,75.475,no,strong,0.869495,24.000,28.969,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,4,1028,976,19,1010,976,19,19,25.166,21.105,no,strong,0.844467,24.000,25.166,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,5,814,660,7814,765,609,119,104,44.000,65.430,no,strong,0.780167,42.000,42.797,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,6,1115,742,541,1115,724,27,37,25.166,62.281,no,strong,0.767706,24.000,25.166,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,7,748,729,6776,720,694,112,94,35.581,59.798,no,strong,0.738462,24.000,24.597,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,8,1055,506,5628,1024,452,91,88,32.588,67.906,no,strong,0.704302,24.000,25.178,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,9,1111,817,20,1111,798,20,20,26.169,60.700,no,strong,0.651366,30.000,26.169,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,10,1082,975,6328,1002,932,107,79,39.178,35.312,no,strong,0.645659,24.000,26.772,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,11,1032,389,6147,1010,344,103,89,35.772,77.261,no,strong,0.583674,24.000,21.772,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,12,1874,1104,13207,1764,1038,156,162,51.994,71.659,yes,strong,0.524487,24.000,46.000,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,13,1038,896,17725,942,775,198,164,37.953,41.422,no,strong,0.487360,42.000,35.991,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,14,721,639,7085,682,582,90,106,40.788,48.105,no,strong,0.464166,42.000,30.757,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,15,1852,498,12537,1766,426,154,151,42.753,86.447,yes,strong,0.453727,24.000,24.984,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,16,1837,286,14646,1789,239,131,199,51.529,65.584,yes,strong,0.444998,36.000,34.000,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,17,1817,1062,6,1817,1062,6,6,36.788,186.000,no,strong,0.434151,18.000,36.788,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,18,1530,1125,10623,1449,1046,188,154,38.347,84.659,yes,strong,0.428211,36.000,32.157,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,19,1686,938,15,1672,924,15,15,21.575,80.000,no,strong,0.400094,18.000,21.575,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,20,1735,1066,17,1735,1066,17,17,22.594,87.000,no,strong,0.389700,18.000,22.594,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,21,1751,306,17,1735,290,17,17,21.772,24.471,no,strong,0.375216,18.000,21.772,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,22,1774,386,14138,1698,258,176,208,35.366,74.216,no,strong,0.370295,36.000,28.969,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,23,1850,1154,301,1836,1154,24,22,20.575,34.179,no,strong,0.336183,18.000,20.575,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,24,1860,700,2414,1841,669,79,64,20.575,64.089,yes,strong,0.316845,18.000,16.197,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,25,1811,1000,36410,1575,893,345,216,69.526,81.753,yes,weak,0.286466,24.000,51.369,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,26,1751,933,17,1751,917,17,17,21.575,65.941,no,weak,0.262958,24.000,21.575,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,27,1876,384,16,1861,369,16,16,20.575,16.188,no,weak,0.257960,18.000,20.575,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,28,1881,771,9219,1853,709,67,184,61.513,55.780,yes,weak,0.245156,18.000,21.378,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,29,1835,930,14,1835,917,14,14,18.975,42.857,no,weak,0.240433,18.000,18.975,frst
basler_tstRGB/RGB_green_E100000.bmp,basler_tstRGB,30,1715,1199,1588,1659,1177,102,23,23.000,58.784,yes,weak,0.049088,18.000,23.000,fallback
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,1,765,734,16,750,734,16,16,28.172,82.375,no,strong,1.000000,30.000,28.172,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,2,827,653,20827,707,596,179,205,51.544,63.169,no,strong,0.965070,36.000,42.947,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,3,1078,737,19,1060,719,19,19,25.997,72.211,no,strong,0.918043,30.000,25.997,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,4,987,820,16,972,805,16,16,31.197,75.938,no,strong,0.813297,30.000,31.197,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,5,732,625,11510,667,569,124,157,44.741,54.915,no,strong,0.717404,36.000,40.191,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,6,1877,1106,20,1858,1106,20,20,29.788,44.450,no,strong,0.700908,18.000,29.788,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,7,1006,440,21439,951,340,175,212,45.757,56.570,no,strong,0.611094,30.000,28.581,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,8,1081,816,38162,934,690,222,326,46.394,63.308,no,strong,0.552565,30.000,33.953,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,9,1818,1062,38487,1682,947,238,253,79.994,58.874,yes,strong,0.503406,18.000,57.529,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,10,1559,1132,20981,1439,1032,337,168,51.150,59.880,yes,strong,0.486714,18.000,39.560,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,11,1053,392,19,1035,374,19,19,25.178,54.000,no,strong,0.430785,36.000,25.178,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,12,1790,994,26991,1560,878,316,135,56.991,66.556,no,strong,0.372422,18.000,55.984,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,13,1893,507,25,1893,507,25,25,46.741,112.200,no,strong,0.369091,18.000,46.741,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,14,1689,942,19,1671,924,19,19,40.544,77.895,no,strong,0.365242,18.000,40.544,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,15,1855,274,10417,1804,223,116,119,50.529,66.630,yes,strong,0.350777,36.000,31.769,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,16,1818,395,17,1818,379,17,17,23.800,82.941,no,strong,0.349247,18.000,23.800,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,17,1042,883,20,1023,883,20,20,31.560,54.650,no,strong,0.331746,36.000,31.560,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,18,1753,932,17,1737,916,17,17,23.800,27.824,no,strong,0.324820,18.000,23.800,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,19,1063,507,3,1061,505,3,3,17.394,38.000,no,strong,0.312297,36.000,17.394,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,20,1041,973,213,1036,973,17,24,15.984,54.793,no,strong,0.298321,36.000,15.984,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,21,1742,1065,7,1736,1065,7,7,21.181,19.714,no,strong,0.233618,18.000,21.181,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,22,1893,393,41176,1684,293,236,303,102.350,61.683,yes,weak,0.231175,18.000,54.726,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,23,1776,295,6064,1717,233,110,101,30.788,54.912,no,weak,0.202418,18.000,24.984,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,24,1882,771,17914,1823,646,97,265,58.519,55.675,yes,weak,0.168363,18.000,24.769,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,25,1804,908,13,1792,896,13,13,23.175,51.615,no,weak,0.162277,18.000,23.175,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,26,1888,699,11,1878,689,11,11,14.591,29.727,no,weak,0.157745,18.000,14.591,frst
basler_tstRGB/RGB_red_E100000.bmp,basler_tstRGB,27,1772,733,2083,1752,713,51,57,19.191,85.987,no,weak,0.012824,18.000,19.191,fallback
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,1,750,730,5574,728,694,95,92,35.000,169.228,no,strong,0.974643,30.000,21.575,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,2,813,661,6111,777,618,89,106,36.953,164.139,no,strong,0.935496,42.000,34.353,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,3,1068,737,15,1054,723,15,15,20.978,106.933,no,strong,0.888851,30.000,20.978,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,4,978,818,12,967,807,12,12,20.575,120.667,no,strong,0.876476,36.000,20.575,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,5,718,640,5710,684,591,83,90,27.197,135.339,no,strong,0.687611,42.000,22.197,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,6,1061,503,4665,1035,454,76,86,30.772,162.976,no,strong,0.658657,36.000,21.000,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,7,1033,976,32,1024,975,10,9,18.000,111.219,no,strong,0.637330,24.000,18.000,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,8,1036,890,16126,953,788,156,214,35.969,129.746,no,strong,0.580773,36.000,32.157,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,9,1078,812,10848,1038,703,108,148,36.400,153.524,no,strong,0.344832,24.000,28.366,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,10,1838,284,8133,1793,242,127,84,38.953,159.828,yes,strong,0.331320,36.000,27.763,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,11,984,429,2400,968,411,60,78,13.181,151.943,no,strong,0.315504,24.000,7.394,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,12,1028,389,4805,1015,353,94,102,18.997,174.348,no,strong,0.292508,18.000,10.000,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,13,1531,1126,8673,1460,1051,176,149,32.200,158.763,yes,strong,0.290861,36.000,28.363,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,14,1769,389,10657,1703,261,142,181,30.363,147.468,no,strong,0.280510,24.000,21.388,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,15,1803,1064,12912,1767,972,153,180,59.726,158.255,yes,strong,0.275647,36.000,28.581,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,16,1855,501,6226,1775,476,127,98,27.166,162.301,no,strong,0.273396,24.000,21.591,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,17,1766,1010,11670,1705,897,155,182,62.726,145.185,no,strong,0.241367,36.000,28.581,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,18,1735,1064,469,1721,1064,29,27,20.397,160.503,no,strong,0.228180,18.000,20.397,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,19,1755,306,52,1742,293,14,15,16.000,69.981,no,strong,0.208399,18.000,16.000,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,20,1874,1140,9060,1825,1051,95,149,54.535,140.210,yes,strong,0.189217,18.000,28.363,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,21,1890,389,10922,1830,326,90,204,63.710,138.981,yes,strong,0.158915,36.000,27.969,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,22,1665,947,7308,1586,911,153,75,32.394,170.402,no,weak,0.155267,18.000,21.772,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,23,1888,790,9162,1851,674,69,208,54.600,123.001,yes,weak,0.152641,36.000,27.375,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,24,1871,437,18,1854,420,18,18,23.584,183.056,no,weak,0.146763,36.000,23.584,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,25,1745,937,1858,1721,905,51,63,21.591,138.139,no,weak,0.146518,24.000,20.978,frst
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,26,1713,1199,1275,1669,1179,90,21,21.000,156.153,yes,weak,0.025788,18.000,21.000,fallback
basler_tstRGB/RGB_white_E100000.bmp,basler_tstRGB,27,259,91,194,246,85,21,13,5.794,151.155,no,weak,0.019586,18.000,5.794,fallback
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,1,1041,738,22290,995,665,223,159,59.529,53.802,no,strong,1.000000,24.000,37.150,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,2,951,685,9854,899,615,111,129,51.197,75.633,no,strong,0.912705,36.000,49.363,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,3,916,764,10137,843,699,123,119,54.135,80.982,no,strong,0.820828,36.000,46.591,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,4,853,663,11387,786,588,125,131,53.741,78.043,no,strong,0.777318,36.000,48.375,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,5,1174,717,17,1174,717,17,17,23.197,30.000,no,strong,0.739281,30.000,23.197,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,6,1224,495,14,1224,482,14,14,21.775,32.786,no,strong,0.679269,30.000,21.775,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,7,1207,407,10,1207,398,10,10,21.772,49.700,no,strong,0.656823,36.000,21.772,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,8,1333,129,5932,1279,64,94,113,24.381,43.858,no,strong,0.579882,36.000,19.788,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,9,1131,771,20,1131,771,20,20,26.169,40.650,no,strong,0.568821,30.000,26.169,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,10,948,82,20957,841,0,260,164,47.984,64.857,yes,strong,0.461927,18.000,27.591,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,11,1067,201,13848,974,136,149,193,46.588,64.815,no,strong,0.385415,24.000,28.166,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,12,915,252,27,915,226,27,27,40.147,66.889,no,strong,0.339524,24.000,40.147,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,13,1083,635,6763,1037,592,139,96,21.194,62.184,no,strong,0.335211,30.000,10.188,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,14,1349,533,10490,1287,471,146,123,41.741,64.675,no,strong,0.313701,24.000,26.969,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,15,1100,527,16,1100,527,16,16,21.581,65.688,no,strong,0.311000,36.000,21.581,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,16,1127,456,36066,989,361,275,258,52.953,63.977,no,strong,0.282908,36.000,42.947,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,17,1837,198,21774,1775,89,145,280,53.726,45.142,yes,strong,0.274537,24.000,44.363,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,18,834,268,30085,767,150,209,254,59.338,67.940,no,strong,0.269639,18.000,44.772,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,19,1780,459,10184,1671,390,152,129,42.194,45.792,no,strong,0.264097,24.000,23.000,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,20,1910,1036,12192,1813,959,107,228,65.391,47.600,yes,strong,0.263605,18.000,55.957,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,21,1618,460,11517,1550,375,106,190,42.347,62.749,no,strong,0.253963,24.000,24.381,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,22,1436,447,13780,1360,327,175,201,35.560,54.106,no,strong,0.235774,18.000,25.372,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,23,1537,573,12864,1462,513,180,129,37.772,51.711,no,strong,0.214623,24.000,29.378,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,24,1679,1143,10459,1573,1051,190,149,30.563,43.426,yes,strong,0.190865,18.000,23.197,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,25,909,346,1,909,346,1,1,8.000,44.000,no,strong,0.187907,18.000,8.000,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,26,1861,1078,2,1860,1078,2,2,20.197,26.000,no,strong,0.170906,24.000,20.197,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,27,1277,571,5442,1220,492,88,129,23.369,65.670,no,strong,0.163418,18.000,20.784,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,28,1160,581,3703,1130,519,69,116,25.788,70.277,no,strong,0.146805,18.000,22.969,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,29,1396,362,417,1381,342,29,30,8.400,39.264,no,strong,0.146782,24.000,8.000,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,30,1802,978,12041,1723,907,173,113,41.353,39.079,no,weak,0.133735,18.000,36.357,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,31,1836,281,2116,1788,250,73,67,13.591,34.293,no,weak,0.131930,18.000,13.591,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,32,1045,119,2541,1045,96,96,102,19.191,59.229,no,weak,0.100450,24.000,19.191,frst
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,33,1832,487,759,1811,459,33,43,8.788,39.333,no,weak,0.025250,24.000,8.788,fallback
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,34,661,647,1855,636,619,48,52,21.772,101.419,no,weak,0.024085,18.000,21.772,fallback
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,35,1072,580,283,1058,571,23,21,7.000,93.668,no,weak,0.010332,42.000,7.000,fallback
basler_tstRGB/upper_white_E12000.bmp,basler_tstRGB,36,1919,756,1819,1878,730,42,54,25.969,44.882,yes,weak,0.006758,18.000,25.969,fallback
images/20260116_155330_685.bmp,images,1,1321,1131,37575,1178,1055,361,204,62.913,57.258,no,strong,0.899934,31.000,55.922,frst
images/20260116_155330_685.bmp,images,2,1074,660,40196,988,480,270,295,78.984,64.204,no,strong,0.708813,41.000,73.898,frst
images/20260116_155330_685.bmp,images,3,844,859,48557,711,701,355,300,77.194,63.557,no,strong,0.670842,31.000,62.560,frst
images/20260116_155330_685.bmp,images,4,1317,796,34986,1205,652,207,288,75.707,57.229,no,strong,0.639883,31.000,65.563,frst
images/20260116_155330_685.bmp,images,5,1302,1481,45982,1160,1241,282,406,57.722,63.297,no,strong,0.635932,41.000,46.738,frst
images/20260116_155330_685.bmp,images,6,854,50,27035,701,0,352,138,62.197,61.855,yes,strong,0.627011,31.000,32.757,frst
images/20260116_155330_685.bmp,images,7,1125,839,28951,1039,740,182,248,73.969,62.229,no,strong,0.586523,41.000,63.516,frst
